hash_type,hash_value,dataset,image_count,sample_paths,sample_image_ids
average_hash,003c7efefffe7e3c,BCN20000,3,assets\bcn_20000_data\ISIC_0058396.jpg;assets\bcn_20000_data\ISIC_0059856.jpg;assets\bcn_20000_data\ISIC_0062637.jpg,ISIC_0058396;ISIC_0059856;ISIC_0062637
average_hash,003c7eff7f7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0060469.jpg;assets\bcn_20000_data\ISIC_0068076.jpg,ISIC_0060469;ISIC_0068076
average_hash,003c7effff7e7c18,BCN20000,3,assets\bcn_20000_data\ISIC_0058924.jpg;assets\bcn_20000_data\ISIC_0060122.jpg;assets\bcn_20000_data\ISIC_0065431.jpg,ISIC_0058924;ISIC_0060122;ISIC_0065431
average_hash,003c7effff7e7e18,BCN20000,24,assets\bcn_20000_data\ISIC_0054272.jpg;assets\bcn_20000_data\ISIC_0054344.jpg;assets\bcn_20000_data\ISIC_0054439.jpg;assets\bcn_20000_data\ISIC_0054833.jpg;assets\bcn_20000_data\ISIC_0055466.jpg;assets\bcn_20000_data\ISIC_0055694.jpg;assets\bcn_20000_data\ISIC_0055758.jpg;assets\bcn_20000_data\ISIC_0057116.jpg;assets\bcn_20000_data\ISIC_0057949.jpg;assets\bcn_20000_data\ISIC_0059790.jpg,ISIC_0054272;ISIC_0054344;ISIC_0054439;ISIC_0054833;ISIC_0055466;ISIC_0055694;ISIC_0055758;ISIC_0057116;ISIC_0057949;ISIC_0059790
average_hash,003c7effff7e7e1c,BCN20000,2,assets\bcn_20000_data\ISIC_0065126.jpg;assets\bcn_20000_data\ISIC_0070869.jpg,ISIC_0065126;ISIC_0070869
average_hash,003c7effff7e7e38,BCN20000,4,assets\bcn_20000_data\ISIC_0056935.jpg;assets\bcn_20000_data\ISIC_0057384.jpg;assets\bcn_20000_data\ISIC_0060562.jpg;assets\bcn_20000_data\ISIC_0067527.jpg,ISIC_0056935;ISIC_0057384;ISIC_0060562;ISIC_0067527
average_hash,003c7effff7e7e3c,BCN20000,7,assets\bcn_20000_data\ISIC_0056220.jpg;assets\bcn_20000_data\ISIC_0058467.jpg;assets\bcn_20000_data\ISIC_0061709.jpg;assets\bcn_20000_data\ISIC_0063175.jpg;assets\bcn_20000_data\ISIC_0067360.jpg;assets\bcn_20000_data\ISIC_0069917.jpg;assets\bcn_20000_data\ISIC_0070529.jpg,ISIC_0056220;ISIC_0058467;ISIC_0061709;ISIC_0063175;ISIC_0067360;ISIC_0069917;ISIC_0070529
average_hash,003c7effff7f7e3c,BCN20000,3,assets\bcn_20000_data\ISIC_0055811.jpg;assets\bcn_20000_data\ISIC_0058864.jpg;assets\bcn_20000_data\ISIC_0065848.jpg,ISIC_0055811;ISIC_0058864;ISIC_0065848
average_hash,003c7efffffe7e38,BCN20000,3,assets\bcn_20000_data\ISIC_0062351.jpg;assets\bcn_20000_data\ISIC_0068906.jpg;assets\bcn_20000_data\ISIC_0069742.jpg,ISIC_0062351;ISIC_0068906;ISIC_0069742
average_hash,003c7efffffe7e3c,BCN20000,4,assets\bcn_20000_data\ISIC_0054884.jpg;assets\bcn_20000_data\ISIC_0062033.jpg;assets\bcn_20000_data\ISIC_0065174.jpg;assets\bcn_20000_data\ISIC_0066885.jpg,ISIC_0054884;ISIC_0062033;ISIC_0065174;ISIC_0066885
average_hash,003e7e7f7f3e1c00,BCN20000,3,assets\bcn_20000_data\ISIC_0055626.jpg;assets\bcn_20000_data\ISIC_0059397.jpg;assets\bcn_20000_data\ISIC_0060602.jpg,ISIC_0055626;ISIC_0059397;ISIC_0060602
average_hash,003e7e7f7f7e3c00,BCN20000,18,assets\bcn_20000_data\ISIC_0056179.jpg;assets\bcn_20000_data\ISIC_0057122.jpg;assets\bcn_20000_data\ISIC_0057510.jpg;assets\bcn_20000_data\ISIC_0058983.jpg;assets\bcn_20000_data\ISIC_0060417.jpg;assets\bcn_20000_data\ISIC_0061424.jpg;assets\bcn_20000_data\ISIC_0062864.jpg;assets\bcn_20000_data\ISIC_0063622.jpg;assets\bcn_20000_data\ISIC_0064945.jpg;assets\bcn_20000_data\ISIC_0068214.jpg,ISIC_0056179;ISIC_0057122;ISIC_0057510;ISIC_0058983;ISIC_0060417;ISIC_0061424;ISIC_0062864;ISIC_0063622;ISIC_0064945;ISIC_0068214
average_hash,003e7e7f7f7e3e00,BCN20000,3,assets\bcn_20000_data\ISIC_0054220.jpg;assets\bcn_20000_data\ISIC_0065612.jpg;assets\bcn_20000_data\ISIC_0071290.jpg,ISIC_0054220;ISIC_0065612;ISIC_0071290
average_hash,003e7e7f7f7e3e08,BCN20000,2,assets\bcn_20000_data\ISIC_0057711.jpg;assets\bcn_20000_data\ISIC_0070525.jpg,ISIC_0057711;ISIC_0070525
average_hash,003e7e7f7f7e3e18,BCN20000,3,assets\bcn_20000_data\ISIC_0058816.jpg;assets\bcn_20000_data\ISIC_0068811.jpg;assets\bcn_20000_data\ISIC_0070283.jpg,ISIC_0058816;ISIC_0068811;ISIC_0070283
average_hash,003e7f7f7f7f3e1c,BCN20000,3,assets\bcn_20000_data\ISIC_0056150.jpg;assets\bcn_20000_data\ISIC_0061196.jpg;assets\bcn_20000_data\ISIC_0069623.jpg,ISIC_0056150;ISIC_0061196;ISIC_0069623
average_hash,0078fcfefefefefe,BCN20000,2,assets\bcn_20000_data\ISIC_0064524.jpg;assets\bcn_20000_data\ISIC_0068805.jpg,ISIC_0064524;ISIC_0068805
average_hash,0078feffffff7e18,BCN20000,2,assets\bcn_20000_data\ISIC_0062469.jpg;assets\bcn_20000_data\ISIC_0069275.jpg,ISIC_0062469;ISIC_0069275
average_hash,007c7ebefe7e7c18,BCN20000,2,assets\bcn_20000_data\ISIC_0054118.jpg;assets\bcn_20000_data\ISIC_0056756.jpg,ISIC_0054118;ISIC_0056756
average_hash,007c7efefe7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0068615.jpg;assets\bcn_20000_data\ISIC_0071996.jpg,ISIC_0068615;ISIC_0071996
average_hash,007c7efefe7e3c10,BCN20000,2,assets\bcn_20000_data\ISIC_0059537.jpg;assets\bcn_20000_data\ISIC_0072829.jpg,ISIC_0059537;ISIC_0072829
average_hash,007c7efefe7e7c18,BCN20000,3,assets\bcn_20000_data\ISIC_0056553.jpg;assets\bcn_20000_data\ISIC_0061189.jpg;assets\bcn_20000_data\ISIC_0067674.jpg,ISIC_0056553;ISIC_0061189;ISIC_0067674
average_hash,007c7efefefe7c38,BCN20000,4,assets\bcn_20000_data\ISIC_0057547.jpg;assets\bcn_20000_data\ISIC_0058806.jpg;assets\bcn_20000_data\ISIC_0069679.jpg;assets\bcn_20000_data\ISIC_0070154.jpg,ISIC_0057547;ISIC_0058806;ISIC_0069679;ISIC_0070154
average_hash,007c7efefefe7c3c,BCN20000,2,assets\bcn_20000_data\ISIC_0054895.jpg;assets\bcn_20000_data\ISIC_0063303.jpg,ISIC_0054895;ISIC_0063303
average_hash,007c7efefffe7e3c,BCN20000,3,assets\bcn_20000_data\ISIC_0053503.jpg;assets\bcn_20000_data\ISIC_0056509.jpg;assets\bcn_20000_data\ISIC_0072013.jpg,ISIC_0053503;ISIC_0056509;ISIC_0072013
average_hash,007c7efffffe7e3c,BCN20000,4,assets\bcn_20000_data\ISIC_0054754.jpg;assets\bcn_20000_data\ISIC_0055075.jpg;assets\bcn_20000_data\ISIC_0065938.jpg;assets\bcn_20000_data\ISIC_0070649.jpg,ISIC_0054754;ISIC_0055075;ISIC_0065938;ISIC_0070649
average_hash,007cfefefefe7c38,BCN20000,2,assets\bcn_20000_data\ISIC_0056471.jpg;assets\bcn_20000_data\ISIC_0059279.jpg,ISIC_0056471;ISIC_0059279
average_hash,007cfefffffe7e38,BCN20000,2,assets\bcn_20000_data\ISIC_0062657.jpg;assets\bcn_20000_data\ISIC_0072451.jpg,ISIC_0062657;ISIC_0072451
average_hash,007e7efffffe7e3c,BCN20000,2,assets\bcn_20000_data\ISIC_0057131.jpg;assets\bcn_20000_data\ISIC_0061481.jpg,ISIC_0057131;ISIC_0061481
average_hash,007efefffffe7e38,BCN20000,5,assets\bcn_20000_data\ISIC_0059592.jpg;assets\bcn_20000_data\ISIC_0060234.jpg;assets\bcn_20000_data\ISIC_0065009.jpg;assets\bcn_20000_data\ISIC_0067105.jpg;assets\bcn_20000_data\ISIC_0072860.jpg,ISIC_0059592;ISIC_0060234;ISIC_0065009;ISIC_0067105;ISIC_0072860
average_hash,021f67c7073f1f3e,BCN20000,2,assets\bcn_20000_data\ISIC_0066634.jpg;assets\bcn_20000_data\ISIC_0067608.jpg,ISIC_0066634;ISIC_0067608
average_hash,043e7f7f7f7f3e1c,BCN20000,2,assets\bcn_20000_data\ISIC_0061914.jpg;assets\bcn_20000_data\ISIC_0066268.jpg,ISIC_0061914;ISIC_0066268
average_hash,083c7e7e7e7e3c00,BCN20000,8,assets\bcn_20000_data\ISIC_0054193.jpg;assets\bcn_20000_data\ISIC_0054825.jpg;assets\bcn_20000_data\ISIC_0058811.jpg;assets\bcn_20000_data\ISIC_0062633.jpg;assets\bcn_20000_data\ISIC_0064444.jpg;assets\bcn_20000_data\ISIC_0071621.jpg;assets\bcn_20000_data\ISIC_0072561.jpg;assets\bcn_20000_data\ISIC_0072678.jpg,ISIC_0054193;ISIC_0054825;ISIC_0058811;ISIC_0062633;ISIC_0064444;ISIC_0071621;ISIC_0072561;ISIC_0072678
average_hash,083c7e7e7e7e3c18,BCN20000,2,assets\bcn_20000_data\ISIC_0053685.jpg;assets\bcn_20000_data\ISIC_0068380.jpg,ISIC_0053685;ISIC_0068380
average_hash,083c7e7f7f7e3c00,BCN20000,4,assets\bcn_20000_data\ISIC_0058140.jpg;assets\bcn_20000_data\ISIC_0064834.jpg;assets\bcn_20000_data\ISIC_0066694.jpg;assets\bcn_20000_data\ISIC_0066725.jpg,ISIC_0058140;ISIC_0064834;ISIC_0066694;ISIC_0066725
average_hash,083c7effff7e7e18,BCN20000,2,assets\bcn_20000_data\ISIC_0062701.jpg;assets\bcn_20000_data\ISIC_0063974.jpg,ISIC_0062701;ISIC_0063974
average_hash,083e7e7f7f7e3c00,BCN20000,12,assets\bcn_20000_data\ISIC_0053486.jpg;assets\bcn_20000_data\ISIC_0054612.jpg;assets\bcn_20000_data\ISIC_0055701.jpg;assets\bcn_20000_data\ISIC_0056898.jpg;assets\bcn_20000_data\ISIC_0057119.jpg;assets\bcn_20000_data\ISIC_0058955.jpg;assets\bcn_20000_data\ISIC_0059858.jpg;assets\bcn_20000_data\ISIC_0063170.jpg;assets\bcn_20000_data\ISIC_0067958.jpg;assets\bcn_20000_data\ISIC_0069097.jpg,ISIC_0053486;ISIC_0054612;ISIC_0055701;ISIC_0056898;ISIC_0057119;ISIC_0058955;ISIC_0059858;ISIC_0063170;ISIC_0067958;ISIC_0069097
average_hash,083e7e7f7f7e3e18,BCN20000,3,assets\bcn_20000_data\ISIC_0062682.jpg;assets\bcn_20000_data\ISIC_0072257.jpg;assets\bcn_20000_data\ISIC_0073096.jpg,ISIC_0062682;ISIC_0072257;ISIC_0073096
average_hash,083e7eff7f7e7e00,BCN20000,2,assets\bcn_20000_data\ISIC_0058770.jpg;assets\bcn_20000_data\ISIC_0073173.jpg,ISIC_0058770;ISIC_0073173
average_hash,083e7effff7e7e18,BCN20000,2,assets\bcn_20000_data\ISIC_0066007.jpg;assets\bcn_20000_data\ISIC_0071360.jpg,ISIC_0066007;ISIC_0071360
average_hash,083e7effff7f7e3c,BCN20000,3,assets\bcn_20000_data\ISIC_0059135.jpg;assets\bcn_20000_data\ISIC_0062110.jpg;assets\bcn_20000_data\ISIC_0067845.jpg,ISIC_0059135;ISIC_0062110;ISIC_0067845
average_hash,083e7efffffe7e3c,BCN20000,2,assets\bcn_20000_data\ISIC_0063919.jpg;assets\bcn_20000_data\ISIC_0072731.jpg,ISIC_0063919;ISIC_0072731
average_hash,083e7f7f7f7e3e00,BCN20000,2,assets\bcn_20000_data\ISIC_0056285.jpg;assets\bcn_20000_data\ISIC_0059215.jpg,ISIC_0056285;ISIC_0059215
average_hash,083e7fffff7f7e1c,BCN20000,3,assets\bcn_20000_data\ISIC_0060363.jpg;assets\bcn_20000_data\ISIC_0067018.jpg;assets\bcn_20000_data\ISIC_0069472.jpg,ISIC_0060363;ISIC_0067018;ISIC_0069472
average_hash,087e7efffffe7e38,BCN20000,2,assets\bcn_20000_data\ISIC_0056972.jpg;assets\bcn_20000_data\ISIC_0062138.jpg,ISIC_0056972;ISIC_0062138
average_hash,0c040068fcf9f3f3,BCN20000,2,assets\bcn_20000_data\ISIC_0054074.jpg;assets\bcn_20000_data\ISIC_0071589.jpg,ISIC_0054074;ISIC_0071589
average_hash,0e0f070707070f3f,BCN20000,2,assets\bcn_20000_data\ISIC_0054023.jpg;assets\bcn_20000_data\ISIC_0064545.jpg,ISIC_0054023;ISIC_0064545
average_hash,103c7e7e6e7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0055263.jpg;assets\bcn_20000_data\ISIC_0058235.jpg,ISIC_0055263;ISIC_0058235
average_hash,103c7e7e7e7e3c00,BCN20000,14,assets\bcn_20000_data\ISIC_0053602.jpg;assets\bcn_20000_data\ISIC_0053633.jpg;assets\bcn_20000_data\ISIC_0055998.jpg;assets\bcn_20000_data\ISIC_0057079.jpg;assets\bcn_20000_data\ISIC_0057553.jpg;assets\bcn_20000_data\ISIC_0063450.jpg;assets\bcn_20000_data\ISIC_0064386.jpg;assets\bcn_20000_data\ISIC_0066601.jpg;assets\bcn_20000_data\ISIC_0069057.jpg;assets\bcn_20000_data\ISIC_0070451.jpg,ISIC_0053602;ISIC_0053633;ISIC_0055998;ISIC_0057079;ISIC_0057553;ISIC_0063450;ISIC_0064386;ISIC_0066601;ISIC_0069057;ISIC_0070451
average_hash,103c7efe7e7e3c00,BCN20000,4,assets\bcn_20000_data\ISIC_0060152.jpg;assets\bcn_20000_data\ISIC_0061439.jpg;assets\bcn_20000_data\ISIC_0070641.jpg;assets\bcn_20000_data\ISIC_0071862.jpg,ISIC_0060152;ISIC_0061439;ISIC_0070641;ISIC_0071862
average_hash,103c7efefe7e3c00,BCN20000,4,assets\bcn_20000_data\ISIC_0055629.jpg;assets\bcn_20000_data\ISIC_0055873.jpg;assets\bcn_20000_data\ISIC_0060838.jpg;assets\bcn_20000_data\ISIC_0073048.jpg,ISIC_0055629;ISIC_0055873;ISIC_0060838;ISIC_0073048
average_hash,103c7efefe7e3c18,BCN20000,2,assets\bcn_20000_data\ISIC_0060680.jpg;assets\bcn_20000_data\ISIC_0070831.jpg,ISIC_0060680;ISIC_0070831
average_hash,107c7efefe7e3c00,BCN20000,3,assets\bcn_20000_data\ISIC_0054538.jpg;assets\bcn_20000_data\ISIC_0060565.jpg;assets\bcn_20000_data\ISIC_0064373.jpg,ISIC_0054538;ISIC_0060565;ISIC_0064373
average_hash,107c7efefe7e7c18,BCN20000,2,assets\bcn_20000_data\ISIC_0057623.jpg;assets\bcn_20000_data\ISIC_0067148.jpg,ISIC_0057623;ISIC_0067148
average_hash,107c7efefefe7c18,BCN20000,3,assets\bcn_20000_data\ISIC_0056652.jpg;assets\bcn_20000_data\ISIC_0063322.jpg;assets\bcn_20000_data\ISIC_0071952.jpg,ISIC_0056652;ISIC_0063322;ISIC_0071952
average_hash,107c7efefefe7e38,BCN20000,2,assets\bcn_20000_data\ISIC_0057010.jpg;assets\bcn_20000_data\ISIC_0066082.jpg,ISIC_0057010;ISIC_0066082
average_hash,107c7effffff7e3c,BCN20000,2,assets\bcn_20000_data\ISIC_0068392.jpg;assets\bcn_20000_data\ISIC_0072384.jpg,ISIC_0068392;ISIC_0072384
average_hash,107cfefffffe7e3c,BCN20000,3,assets\bcn_20000_data\ISIC_0053672.jpg;assets\bcn_20000_data\ISIC_0060463.jpg;assets\bcn_20000_data\ISIC_0065494.jpg,ISIC_0053672;ISIC_0060463;ISIC_0065494
average_hash,107e7efffffe7e18,BCN20000,2,assets\bcn_20000_data\ISIC_0056827.jpg;assets\bcn_20000_data\ISIC_0059347.jpg,ISIC_0056827;ISIC_0059347
average_hash,183c7e4f7e7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0057164.jpg;assets\bcn_20000_data\ISIC_0069167.jpg,ISIC_0057164;ISIC_0069167
average_hash,183c7e66667e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0064054.jpg;assets\bcn_20000_data\ISIC_0067933.jpg,ISIC_0064054;ISIC_0067933
average_hash,183c7e7e7e3e1c00,BCN20000,2,assets\bcn_20000_data\ISIC_0056039.jpg;assets\bcn_20000_data\ISIC_0068964.jpg,ISIC_0056039;ISIC_0068964
average_hash,183c7e7e7e7c1800,BCN20000,2,assets\bcn_20000_data\ISIC_0056060.jpg;assets\bcn_20000_data\ISIC_0058217.jpg,ISIC_0056060;ISIC_0058217
average_hash,183c7e7e7e7c3800,BCN20000,2,assets\bcn_20000_data\ISIC_0068393.jpg;assets\bcn_20000_data\ISIC_0071533.jpg,ISIC_0068393;ISIC_0071533
average_hash,183c7e7e7e7e1c00,BCN20000,3,assets\bcn_20000_data\ISIC_0056306.jpg;assets\bcn_20000_data\ISIC_0068450.jpg;assets\bcn_20000_data\ISIC_0068921.jpg,ISIC_0056306;ISIC_0068450;ISIC_0068921
average_hash,183c7e7e7e7e3c00,BCN20000,46,assets\bcn_20000_data\ISIC_0054182.jpg;assets\bcn_20000_data\ISIC_0054267.jpg;assets\bcn_20000_data\ISIC_0054565.jpg;assets\bcn_20000_data\ISIC_0054799.jpg;assets\bcn_20000_data\ISIC_0055162.jpg;assets\bcn_20000_data\ISIC_0055392.jpg;assets\bcn_20000_data\ISIC_0056137.jpg;assets\bcn_20000_data\ISIC_0056658.jpg;assets\bcn_20000_data\ISIC_0056876.jpg;assets\bcn_20000_data\ISIC_0057504.jpg,ISIC_0054182;ISIC_0054267;ISIC_0054565;ISIC_0054799;ISIC_0055162;ISIC_0055392;ISIC_0056137;ISIC_0056658;ISIC_0056876;ISIC_0057504
average_hash,183c7e7e7e7e3c18,BCN20000,2,assets\bcn_20000_data\ISIC_0060435.jpg;assets\bcn_20000_data\ISIC_0071624.jpg,ISIC_0060435;ISIC_0071624
average_hash,183c7e7efe7e7c18,BCN20000,2,assets\bcn_20000_data\ISIC_0054764.jpg;assets\bcn_20000_data\ISIC_0063379.jpg,ISIC_0054764;ISIC_0063379
average_hash,183c7e7f7e7e3c00,BCN20000,3,assets\bcn_20000_data\ISIC_0055944.jpg;assets\bcn_20000_data\ISIC_0071439.jpg;assets\bcn_20000_data\ISIC_0072029.jpg,ISIC_0055944;ISIC_0071439;ISIC_0072029
average_hash,183c7e7f7f7e3c00,BCN20000,3,assets\bcn_20000_data\ISIC_0061425.jpg;assets\bcn_20000_data\ISIC_0066531.jpg;assets\bcn_20000_data\ISIC_0067594.jpg,ISIC_0061425;ISIC_0066531;ISIC_0067594
average_hash,183c7e7fff7e3c18,BCN20000,2,assets\bcn_20000_data\ISIC_0058545.jpg;assets\bcn_20000_data\ISIC_0059425.jpg,ISIC_0058545;ISIC_0059425
average_hash,183c7eefdf5e7c08,BCN20000,2,assets\bcn_20000_data\ISIC_0054334.jpg;assets\bcn_20000_data\ISIC_0056130.jpg,ISIC_0054334;ISIC_0056130
average_hash,183c7efe7e7e3c00,BCN20000,5,assets\bcn_20000_data\ISIC_0055216.jpg;assets\bcn_20000_data\ISIC_0056618.jpg;assets\bcn_20000_data\ISIC_0057320.jpg;assets\bcn_20000_data\ISIC_0067064.jpg;assets\bcn_20000_data\ISIC_0067621.jpg,ISIC_0055216;ISIC_0056618;ISIC_0057320;ISIC_0067064;ISIC_0067621
average_hash,183c7efefe7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0067640.jpg;assets\bcn_20000_data\ISIC_0069181.jpg,ISIC_0067640;ISIC_0069181
average_hash,183c7efefe7e3c18,BCN20000,3,assets\bcn_20000_data\ISIC_0059105.jpg;assets\bcn_20000_data\ISIC_0063729.jpg;assets\bcn_20000_data\ISIC_0071207.jpg,ISIC_0059105;ISIC_0063729;ISIC_0071207
average_hash,183c7efefe7e7c18,BCN20000,2,assets\bcn_20000_data\ISIC_0060128.jpg;assets\bcn_20000_data\ISIC_0064526.jpg,ISIC_0060128;ISIC_0064526
average_hash,183c7efeff7e7e18,BCN20000,2,assets\bcn_20000_data\ISIC_0060288.jpg;assets\bcn_20000_data\ISIC_0071889.jpg,ISIC_0060288;ISIC_0071889
average_hash,183c7efffe7e7c18,BCN20000,2,assets\bcn_20000_data\ISIC_0064396.jpg;assets\bcn_20000_data\ISIC_0070532.jpg,ISIC_0064396;ISIC_0070532
average_hash,183c7effff7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0060116.jpg;assets\bcn_20000_data\ISIC_0068354.jpg,ISIC_0060116;ISIC_0068354
average_hash,183c7effff7e7c18,BCN20000,3,assets\bcn_20000_data\ISIC_0057914.jpg;assets\bcn_20000_data\ISIC_0059416.jpg;assets\bcn_20000_data\ISIC_0066258.jpg,ISIC_0057914;ISIC_0059416;ISIC_0066258
average_hash,183c7effff7e7e18,BCN20000,4,assets\bcn_20000_data\ISIC_0060014.jpg;assets\bcn_20000_data\ISIC_0061631.jpg;assets\bcn_20000_data\ISIC_0066701.jpg;assets\bcn_20000_data\ISIC_0071056.jpg,ISIC_0060014;ISIC_0061631;ISIC_0066701;ISIC_0071056
average_hash,183c7efffffe7e3c,BCN20000,3,assets\bcn_20000_data\ISIC_0054533.jpg;assets\bcn_20000_data\ISIC_0065154.jpg;assets\bcn_20000_data\ISIC_0068768.jpg,ISIC_0054533;ISIC_0065154;ISIC_0068768
average_hash,183cfeffffff7e3c,BCN20000,2,assets\bcn_20000_data\ISIC_0058929.jpg;assets\bcn_20000_data\ISIC_0069390.jpg,ISIC_0058929;ISIC_0069390
average_hash,183e7e4ecf7e7c18,BCN20000,2,assets\bcn_20000_data\ISIC_0063304.jpg;assets\bcn_20000_data\ISIC_0064285.jpg,ISIC_0063304;ISIC_0064285
average_hash,183e7e677f7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0055027.jpg;assets\bcn_20000_data\ISIC_0064366.jpg,ISIC_0055027;ISIC_0064366
average_hash,183e7e7e7e3e1800,BCN20000,2,assets\bcn_20000_data\ISIC_0066943.jpg;assets\bcn_20000_data\ISIC_0073045.jpg,ISIC_0066943;ISIC_0073045
average_hash,183e7e7e7e7e3c00,BCN20000,11,assets\bcn_20000_data\ISIC_0057163.jpg;assets\bcn_20000_data\ISIC_0059682.jpg;assets\bcn_20000_data\ISIC_0062528.jpg;assets\bcn_20000_data\ISIC_0065956.jpg;assets\bcn_20000_data\ISIC_0068518.jpg;assets\bcn_20000_data\ISIC_0068873.jpg;assets\bcn_20000_data\ISIC_0069710.jpg;assets\bcn_20000_data\ISIC_0070268.jpg;assets\bcn_20000_data\ISIC_0071945.jpg;assets\bcn_20000_data\ISIC_0072430.jpg,ISIC_0057163;ISIC_0059682;ISIC_0062528;ISIC_0065956;ISIC_0068518;ISIC_0068873;ISIC_0069710;ISIC_0070268;ISIC_0071945;ISIC_0072430
average_hash,183e7e7f6f7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0063787.jpg;assets\bcn_20000_data\ISIC_0067267.jpg,ISIC_0063787;ISIC_0067267
average_hash,183e7e7f7b7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0059027.jpg;assets\bcn_20000_data\ISIC_0067625.jpg,ISIC_0059027;ISIC_0067625
average_hash,183e7e7f7e7e3c00,BCN20000,16,assets\bcn_20000_data\ISIC_0053966.jpg;assets\bcn_20000_data\ISIC_0054723.jpg;assets\bcn_20000_data\ISIC_0055417.jpg;assets\bcn_20000_data\ISIC_0055493.jpg;assets\bcn_20000_data\ISIC_0058133.jpg;assets\bcn_20000_data\ISIC_0065020.jpg;assets\bcn_20000_data\ISIC_0067303.jpg;assets\bcn_20000_data\ISIC_0068662.jpg;assets\bcn_20000_data\ISIC_0070101.jpg;assets\bcn_20000_data\ISIC_0070264.jpg,ISIC_0053966;ISIC_0054723;ISIC_0055417;ISIC_0055493;ISIC_0058133;ISIC_0065020;ISIC_0067303;ISIC_0068662;ISIC_0070101;ISIC_0070264
average_hash,183e7e7f7f7e3c00,BCN20000,17,assets\bcn_20000_data\ISIC_0053738.jpg;assets\bcn_20000_data\ISIC_0055331.jpg;assets\bcn_20000_data\ISIC_0055490.jpg;assets\bcn_20000_data\ISIC_0055683.jpg;assets\bcn_20000_data\ISIC_0057181.jpg;assets\bcn_20000_data\ISIC_0057328.jpg;assets\bcn_20000_data\ISIC_0059956.jpg;assets\bcn_20000_data\ISIC_0062975.jpg;assets\bcn_20000_data\ISIC_0063776.jpg;assets\bcn_20000_data\ISIC_0066344.jpg,ISIC_0053738;ISIC_0055331;ISIC_0055490;ISIC_0055683;ISIC_0057181;ISIC_0057328;ISIC_0059956;ISIC_0062975;ISIC_0063776;ISIC_0066344
average_hash,183e7e7f7f7e3c08,BCN20000,2,assets\bcn_20000_data\ISIC_0068116.jpg;assets\bcn_20000_data\ISIC_0072073.jpg,ISIC_0068116;ISIC_0072073
average_hash,183e7e7f7f7e3e18,BCN20000,3,assets\bcn_20000_data\ISIC_0061588.jpg;assets\bcn_20000_data\ISIC_0065021.jpg;assets\bcn_20000_data\ISIC_0068194.jpg,ISIC_0061588;ISIC_0065021;ISIC_0068194
average_hash,183e7ee7e77e7e18,BCN20000,2,assets\bcn_20000_data\ISIC_0054891.jpg;assets\bcn_20000_data\ISIC_0070426.jpg,ISIC_0054891;ISIC_0070426
average_hash,183e7effff7e7c18,BCN20000,2,assets\bcn_20000_data\ISIC_0060029.jpg;assets\bcn_20000_data\ISIC_0061249.jpg,ISIC_0060029;ISIC_0061249
average_hash,183e7effff7e7e18,BCN20000,9,assets\bcn_20000_data\ISIC_0055722.jpg;assets\bcn_20000_data\ISIC_0057036.jpg;assets\bcn_20000_data\ISIC_0058513.jpg;assets\bcn_20000_data\ISIC_0058855.jpg;assets\bcn_20000_data\ISIC_0059449.jpg;assets\bcn_20000_data\ISIC_0060318.jpg;assets\bcn_20000_data\ISIC_0062656.jpg;assets\bcn_20000_data\ISIC_0063203.jpg;assets\bcn_20000_data\ISIC_0064075.jpg,ISIC_0055722;ISIC_0057036;ISIC_0058513;ISIC_0058855;ISIC_0059449;ISIC_0060318;ISIC_0062656;ISIC_0063203;ISIC_0064075
average_hash,183e7effff7f7e1c,BCN20000,4,assets\bcn_20000_data\ISIC_0062654.jpg;assets\bcn_20000_data\ISIC_0063023.jpg;assets\bcn_20000_data\ISIC_0068455.jpg;assets\bcn_20000_data\ISIC_0072996.jpg,ISIC_0062654;ISIC_0063023;ISIC_0068455;ISIC_0072996
average_hash,183e7effff7f7e3c,BCN20000,2,assets\bcn_20000_data\ISIC_0064968.jpg;assets\bcn_20000_data\ISIC_0066417.jpg,ISIC_0064968;ISIC_0066417
average_hash,183e7efffffe7e38,BCN20000,2,assets\bcn_20000_data\ISIC_0066690.jpg;assets\bcn_20000_data\ISIC_0071306.jpg,ISIC_0066690;ISIC_0071306
average_hash,183e7f7f7f7f3e08,BCN20000,2,assets\bcn_20000_data\ISIC_0062299.jpg;assets\bcn_20000_data\ISIC_0072876.jpg,ISIC_0062299;ISIC_0072876
average_hash,183e7f7f7f7f3e1c,BCN20000,2,assets\bcn_20000_data\ISIC_0059299.jpg;assets\bcn_20000_data\ISIC_0065777.jpg,ISIC_0059299;ISIC_0065777
average_hash,183e7f7fff7f7e1c,BCN20000,2,assets\bcn_20000_data\ISIC_0066546.jpg;assets\bcn_20000_data\ISIC_0070176.jpg,ISIC_0066546;ISIC_0070176
