hash_type,hash_value,dataset_a_count,dataset_b_count,dataset_a_sample_paths,dataset_b_sample_paths,dataset_a_sample_image_ids,dataset_b_sample_image_ids
average_hash,187efecfcffe7e3c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0054210.jpg,assets\bcn_20000_data\ISIC_0054210.jpg,ISIC_0054210,ISIC_0054210
average_hash,187efee3c3e77e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0059911.jpg,assets\bcn_20000_data\ISIC_0059911.jpg,ISIC_0059911,ISIC_0059911
average_hash,187efee3c7ee7e38,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0063390.jpg,assets\bcn_20000_data\ISIC_0063390.jpg,ISIC_0063390,ISIC_0063390
average_hash,187efee7c7ee7e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0060474.jpg,assets\bcn_20000_data\ISIC_0060474.jpg,ISIC_0060474,ISIC_0060474
average_hash,187efee7cffe7e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0062831.jpg,assets\bcn_20000_data\ISIC_0062831.jpg,ISIC_0062831,ISIC_0062831
average_hash,187efee7e7ff7e3c,2,4,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0053494.jpg;assets\ISIC_2019_Test_Organized\melanoma\ISIC_0066499.jpg,assets\bcn_20000_data\ISIC_0053494.jpg;assets\bcn_20000_data\ISIC_0055881.jpg;assets\bcn_20000_data\ISIC_0066499.jpg;assets\bcn_20000_data\ISIC_0069598.jpg,ISIC_0053494;ISIC_0066499,ISIC_0053494;ISIC_0055881;ISIC_0066499;ISIC_0069598
average_hash,187efee7f7fe7e38,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0055267.jpg,assets\bcn_20000_data\ISIC_0055267.jpg,ISIC_0055267,ISIC_0055267
average_hash,187efeefe7e67e38,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0063679.jpg,assets\bcn_20000_data\ISIC_0063679.jpg,ISIC_0063679,ISIC_0063679
average_hash,187efeefe7ef7e3c,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0068930.jpg,assets\bcn_20000_data\ISIC_0068930.jpg,ISIC_0068930,ISIC_0068930
average_hash,187efeefe7fe7e38,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0068517.jpg,assets\bcn_20000_data\ISIC_0068517.jpg,ISIC_0068517,ISIC_0068517
average_hash,187efeefe7ff7e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0063684.jpg,assets\bcn_20000_data\ISIC_0063684.jpg,ISIC_0063684,ISIC_0063684
average_hash,187efeefefff7e3c,1,3,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0065032.jpg,assets\bcn_20000_data\ISIC_0054960.jpg;assets\bcn_20000_data\ISIC_0059980.jpg;assets\bcn_20000_data\ISIC_0065032.jpg,ISIC_0065032,ISIC_0054960;ISIC_0059980;ISIC_0065032
average_hash,187efeeffffe7e3c,4,5,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0053706.jpg;assets\ISIC_2019_Test_Organized\melanoma\ISIC_0058675.jpg;assets\ISIC_2019_Test_Organized\nevus\ISIC_0053910.jpg;assets\ISIC_2019_Test_Organized\nevus\ISIC_0072766.jpg,assets\bcn_20000_data\ISIC_0053706.jpg;assets\bcn_20000_data\ISIC_0053910.jpg;assets\bcn_20000_data\ISIC_0058675.jpg;assets\bcn_20000_data\ISIC_0062685.jpg;assets\bcn_20000_data\ISIC_0072766.jpg,ISIC_0053706;ISIC_0058675;ISIC_0053910;ISIC_0072766,ISIC_0053706;ISIC_0053910;ISIC_0058675;ISIC_0062685;ISIC_0072766
average_hash,187efef7cfcf7e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0064594.jpg,assets\bcn_20000_data\ISIC_0064594.jpg,ISIC_0064594,ISIC_0064594
average_hash,187efef7cfff7e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0061925.jpg,assets\bcn_20000_data\ISIC_0061925.jpg,ISIC_0061925,ISIC_0061925
average_hash,187efef7efff7e3c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0064758.jpg,assets\bcn_20000_data\ISIC_0064758.jpg,ISIC_0064758,ISIC_0064758
average_hash,187efefefffe7e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0072191.jpg,assets\bcn_20000_data\ISIC_0072191.jpg,ISIC_0072191,ISIC_0072191
average_hash,187efeffe3f67e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0054049.jpg,assets\bcn_20000_data\ISIC_0054049.jpg,ISIC_0054049,ISIC_0054049
average_hash,187efeffe6fe7e38,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0054358.jpg,assets\bcn_20000_data\ISIC_0054358.jpg,ISIC_0054358,ISIC_0054358
average_hash,187efeffeffe7e38,1,5,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0060892.jpg,assets\bcn_20000_data\ISIC_0060892.jpg;assets\bcn_20000_data\ISIC_0062097.jpg;assets\bcn_20000_data\ISIC_0062294.jpg;assets\bcn_20000_data\ISIC_0065447.jpg;assets\bcn_20000_data\ISIC_0067119.jpg,ISIC_0060892,ISIC_0060892;ISIC_0062097;ISIC_0062294;ISIC_0065447;ISIC_0067119
average_hash,187efefffefe7e3c,3,2,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0053781.jpg;assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0071301.jpg;assets\ISIC_2019_Test_Organized\nevus\ISIC_0053453.jpg,assets\bcn_20000_data\ISIC_0053781.jpg;assets\bcn_20000_data\ISIC_0071301.jpg,ISIC_0053781;ISIC_0071301;ISIC_0053453,ISIC_0053781;ISIC_0071301
average_hash,187efeffffee7e3c,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0069656.jpg,assets\bcn_20000_data\ISIC_0069656.jpg,ISIC_0069656,ISIC_0069656
average_hash,187efefffffe7e38,4,11,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0059431.jpg;assets\ISIC_2019_Test_Organized\melanoma\ISIC_0064840.jpg;assets\ISIC_2019_Test_Organized\melanoma\ISIC_0066307.jpg;assets\ISIC_2019_Test_Organized\nevus\ISIC_0071927.jpg,assets\bcn_20000_data\ISIC_0056367.jpg;assets\bcn_20000_data\ISIC_0058130.jpg;assets\bcn_20000_data\ISIC_0058898.jpg;assets\bcn_20000_data\ISIC_0059431.jpg;assets\bcn_20000_data\ISIC_0064454.jpg;assets\bcn_20000_data\ISIC_0064840.jpg;assets\bcn_20000_data\ISIC_0066307.jpg;assets\bcn_20000_data\ISIC_0066608.jpg;assets\bcn_20000_data\ISIC_0069467.jpg;assets\bcn_20000_data\ISIC_0069934.jpg,ISIC_0059431;ISIC_0064840;ISIC_0066307;ISIC_0071927,ISIC_0056367;ISIC_0058130;ISIC_0058898;ISIC_0059431;ISIC_0064454;ISIC_0064840;ISIC_0066307;ISIC_0066608;ISIC_0069467;ISIC_0069934
average_hash,187efefffffe7e3c,4,18,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0068888.jpg;assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0065551.jpg;assets\ISIC_2019_Test_Organized\nevus\ISIC_0053560.jpg;assets\ISIC_2019_Test_Organized\nevus\ISIC_0057521.jpg,assets\bcn_20000_data\ISIC_0053560.jpg;assets\bcn_20000_data\ISIC_0054917.jpg;assets\bcn_20000_data\ISIC_0055236.jpg;assets\bcn_20000_data\ISIC_0056942.jpg;assets\bcn_20000_data\ISIC_0057521.jpg;assets\bcn_20000_data\ISIC_0060241.jpg;assets\bcn_20000_data\ISIC_0063572.jpg;assets\bcn_20000_data\ISIC_0065399.jpg;assets\bcn_20000_data\ISIC_0065551.jpg;assets\bcn_20000_data\ISIC_0066282.jpg,ISIC_0068888;ISIC_0065551;ISIC_0053560;ISIC_0057521,ISIC_0053560;ISIC_0054917;ISIC_0055236;ISIC_0056942;ISIC_0057521;ISIC_0060241;ISIC_0063572;ISIC_0065399;ISIC_0065551;ISIC_0066282
average_hash,187efeffffff7e3c,1,5,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0053906.jpg,assets\bcn_20000_data\ISIC_0061587.jpg;assets\bcn_20000_data\ISIC_0066747.jpg;assets\bcn_20000_data\ISIC_0066857.jpg;assets\bcn_20000_data\ISIC_0068674.jpg;assets\bcn_20000_data\ISIC_0072520.jpg,ISIC_0053906,ISIC_0061587;ISIC_0066747;ISIC_0066857;ISIC_0068674;ISIC_0072520
average_hash,187effc78383663c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0061773.jpg,assets\bcn_20000_data\ISIC_0061773.jpg,ISIC_0061773,ISIC_0061773
average_hash,187effe3e3f77e1c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0071534.jpg,assets\bcn_20000_data\ISIC_0071534.jpg,ISIC_0071534,ISIC_0071534
average_hash,187effffe7c76e3c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0072297.jpg,assets\bcn_20000_data\ISIC_0072297.jpg,ISIC_0072297,ISIC_0072297
average_hash,187effffffff7e3c,2,4,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0062174.jpg;assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0062651.jpg,assets\bcn_20000_data\ISIC_0058809.jpg;assets\bcn_20000_data\ISIC_0062174.jpg;assets\bcn_20000_data\ISIC_0062651.jpg;assets\bcn_20000_data\ISIC_0068670.jpg,ISIC_0062174;ISIC_0062651,ISIC_0058809;ISIC_0062174;ISIC_0062651;ISIC_0068670
average_hash,187fe7e3c3e7ff7e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0057597.jpg,assets\bcn_20000_data\ISIC_0057597.jpg,ISIC_0057597,ISIC_0057597
average_hash,1898787f3ff77cf8,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0055637.jpg,assets\bcn_20000_data\ISIC_0055637.jpg,ISIC_0055637,ISIC_0055637
average_hash,18f0f0f0f4f4f4fc,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0055173.jpg,assets\bcn_20000_data\ISIC_0055173.jpg,ISIC_0055173,ISIC_0055173
average_hash,18f8f8fcfcfffe7c,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0058312.jpg,assets\bcn_20000_data\ISIC_0058312.jpg,ISIC_0058312,ISIC_0058312
average_hash,18fef6e6e6d6fc78,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0062071.jpg,assets\bcn_20000_data\ISIC_0062071.jpg,ISIC_0062071,ISIC_0062071
average_hash,1ac486e7e6ff7c4c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0061203.jpg,assets\bcn_20000_data\ISIC_0061203.jpg,ISIC_0061203,ISIC_0061203
average_hash,1b0d0d014f4f5f02,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0064901.jpg,assets\bcn_20000_data\ISIC_0064901.jpg,ISIC_0064901,ISIC_0064901
average_hash,1c06032b97cf7e3c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0062610.jpg,assets\bcn_20000_data\ISIC_0062610.jpg,ISIC_0062610,ISIC_0062610
average_hash,1c08081c98e0f2f2,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0070289.jpg,assets\bcn_20000_data\ISIC_0070289.jpg,ISIC_0070289,ISIC_0070289
average_hash,1c0f6f67e6eefe7c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0070434.jpg,assets\bcn_20000_data\ISIC_0070434.jpg,ISIC_0070434,ISIC_0070434
average_hash,1c1d1e3c3ff77078,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0069699.jpg,assets\bcn_20000_data\ISIC_0069699.jpg,ISIC_0069699,ISIC_0069699
average_hash,1c1d9ffffffd5e3e,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0062665.jpg,assets\bcn_20000_data\ISIC_0062665.jpg,ISIC_0062665,ISIC_0062665
average_hash,1c1e1f3f3f3f3e3e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0063387.jpg,assets\bcn_20000_data\ISIC_0063387.jpg,ISIC_0063387,ISIC_0063387
average_hash,1c1e3c7efefffe7c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0069418.jpg,assets\bcn_20000_data\ISIC_0069418.jpg,ISIC_0069418,ISIC_0069418
average_hash,1c1e3e3f7f7e3e18,1,1,assets\ISIC_2019_Test_Organized\squamous cell carcinoma\ISIC_0057124.jpg,assets\bcn_20000_data\ISIC_0057124.jpg,ISIC_0057124,ISIC_0057124
average_hash,1c1e7f3f3f3f7e3c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0065159.jpg,assets\bcn_20000_data\ISIC_0065159.jpg,ISIC_0065159,ISIC_0065159
average_hash,1c24430767efffff,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0058062.jpg,assets\bcn_20000_data\ISIC_0058062.jpg,ISIC_0058062,ISIC_0058062
average_hash,1c2767373d9fbc7c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0065073.jpg,assets\bcn_20000_data\ISIC_0065073.jpg,ISIC_0065073,ISIC_0065073
average_hash,1c36677763737600,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0070936.jpg,assets\bcn_20000_data\ISIC_0070936.jpg,ISIC_0070936,ISIC_0070936
average_hash,1c3e1f3f3f3f3e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0055676.jpg,assets\bcn_20000_data\ISIC_0055676.jpg,ISIC_0055676,ISIC_0055676
average_hash,1c3e37ffff7f7e38,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0058571.jpg,assets\bcn_20000_data\ISIC_0058571.jpg,ISIC_0058571,ISIC_0058571
average_hash,1c3e67ffff7f7e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0059410.jpg,assets\bcn_20000_data\ISIC_0059410.jpg,ISIC_0059410,ISIC_0059410
average_hash,1c3e7e67667e7e3e,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0055971.jpg,assets\bcn_20000_data\ISIC_0055971.jpg,ISIC_0055971,ISIC_0055971
average_hash,1c3e7e7efefe7a7c,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0071617.jpg,assets\bcn_20000_data\ISIC_0071617.jpg,ISIC_0071617,ISIC_0071617
average_hash,1c3e7e7f7f7e3c00,1,2,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0064816.jpg,assets\bcn_20000_data\ISIC_0058640.jpg;assets\bcn_20000_data\ISIC_0064816.jpg,ISIC_0064816,ISIC_0058640;ISIC_0064816
average_hash,1c3e7e7ffe7e7c10,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0071158.jpg,assets\bcn_20000_data\ISIC_0071158.jpg,ISIC_0071158,ISIC_0071158
average_hash,1c3e7f1f7f7e3e18,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0063623.jpg,assets\bcn_20000_data\ISIC_0063623.jpg,ISIC_0063623,ISIC_0063623
average_hash,1c3e7f63637f3e00,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0072982.jpg,assets\bcn_20000_data\ISIC_0072982.jpg,ISIC_0072982,ISIC_0072982
average_hash,1c3e7f67e77f7e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0072944.jpg,assets\bcn_20000_data\ISIC_0072944.jpg,ISIC_0072944,ISIC_0072944
average_hash,1c3e7f737f7f3e1c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0059781.jpg,assets\bcn_20000_data\ISIC_0059781.jpg,ISIC_0059781,ISIC_0059781
average_hash,1c3e7ff7e3ff3e38,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0064835.jpg,assets\bcn_20000_data\ISIC_0064835.jpg,ISIC_0064835,ISIC_0064835
average_hash,1c3e7fffe4fc7c38,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0065205.jpg,assets\bcn_20000_data\ISIC_0065205.jpg,ISIC_0065205,ISIC_0065205
average_hash,1c3e7ffff77f7e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0070930.jpg,assets\bcn_20000_data\ISIC_0070930.jpg,ISIC_0070930,ISIC_0070930
average_hash,1c666667666e3c00,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0072242.jpg,assets\bcn_20000_data\ISIC_0072242.jpg,ISIC_0072242,ISIC_0072242
average_hash,1c747cfeffff6e7c,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0061422.jpg,assets\bcn_20000_data\ISIC_0061422.jpg,ISIC_0061422,ISIC_0061422
average_hash,1c7c78707e7e3c00,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0058668.jpg,assets\bcn_20000_data\ISIC_0058668.jpg,ISIC_0058668,ISIC_0058668
average_hash,1c7ce66e9fbf7e3c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0069024.jpg,assets\bcn_20000_data\ISIC_0069024.jpg,ISIC_0069024,ISIC_0069024
average_hash,1c7e43dbe3723e00,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0053927.jpg,assets\bcn_20000_data\ISIC_0053927.jpg,ISIC_0053927,ISIC_0053927
average_hash,1c7e4f4fdf7f3e3c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0065459.jpg,assets\bcn_20000_data\ISIC_0065459.jpg,ISIC_0065459,ISIC_0065459
average_hash,1c7e636fffff7a78,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0066577.jpg,assets\bcn_20000_data\ISIC_0066577.jpg,ISIC_0066577,ISIC_0066577
average_hash,1c7e6fefc7c3673e,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0057502.jpg,assets\bcn_20000_data\ISIC_0057502.jpg,ISIC_0057502,ISIC_0057502
average_hash,1c7e7e4b7e3e0800,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0071995.jpg,assets\bcn_20000_data\ISIC_0071995.jpg,ISIC_0071995,ISIC_0071995
average_hash,1c7e7e67467e3c00,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0063500.jpg,assets\bcn_20000_data\ISIC_0063500.jpg,ISIC_0063500,ISIC_0063500
average_hash,1c7e7e7f7f7e3c00,1,2,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0057852.jpg,assets\bcn_20000_data\ISIC_0057852.jpg;assets\bcn_20000_data\ISIC_0062040.jpg,ISIC_0057852,ISIC_0057852;ISIC_0062040
average_hash,1c7e7ef7e77e3e18,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0055489.jpg,assets\bcn_20000_data\ISIC_0055489.jpg,ISIC_0055489,ISIC_0055489
average_hash,1c7e7effff7e7e18,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0063288.jpg,assets\bcn_20000_data\ISIC_0063288.jpg,ISIC_0063288,ISIC_0063288
average_hash,1c7e7effff7e7e38,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0071067.jpg,assets\bcn_20000_data\ISIC_0071067.jpg,ISIC_0071067,ISIC_0071067
average_hash,1c7e7f0f9f1f1e0c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0054734.jpg,assets\bcn_20000_data\ISIC_0054734.jpg,ISIC_0054734,ISIC_0054734
average_hash,1c7e7f3f1f1f3e3c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0064209.jpg,assets\bcn_20000_data\ISIC_0064209.jpg,ISIC_0064209,ISIC_0064209
average_hash,1c7e7f6763773e1c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0070780.jpg,assets\bcn_20000_data\ISIC_0070780.jpg,ISIC_0070780,ISIC_0070780
average_hash,1c7e7f6f7f7f3e1c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0068698.jpg,assets\bcn_20000_data\ISIC_0068698.jpg,ISIC_0068698,ISIC_0068698
average_hash,1c7e7f7f7fef6e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0053517.jpg,assets\bcn_20000_data\ISIC_0053517.jpg,ISIC_0053517,ISIC_0053517
average_hash,1c7e7fc3e77f7e1c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0068022.jpg,assets\bcn_20000_data\ISIC_0068022.jpg,ISIC_0068022,ISIC_0068022
average_hash,1c7e7fc783477e1c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0053495.jpg,assets\bcn_20000_data\ISIC_0053495.jpg,ISIC_0053495,ISIC_0053495
average_hash,1c7e7fc7c7777e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0057030.jpg,assets\bcn_20000_data\ISIC_0057030.jpg,ISIC_0057030,ISIC_0057030
average_hash,1c7e7fc7c7c6fe1c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0071079.jpg,assets\bcn_20000_data\ISIC_0071079.jpg,ISIC_0071079,ISIC_0071079
average_hash,1c7e7fc7c7ef7e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0055717.jpg,assets\bcn_20000_data\ISIC_0055717.jpg,ISIC_0055717,ISIC_0055717
average_hash,1c7e7fe7e77f7e1c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0064859.jpg,assets\bcn_20000_data\ISIC_0064859.jpg,ISIC_0064859,ISIC_0064859
average_hash,1c7e7fe7ef7f7e1c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0061333.jpg,assets\bcn_20000_data\ISIC_0061333.jpg,ISIC_0061333,ISIC_0061333
average_hash,1c7e7fefc7677e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0072967.jpg,assets\bcn_20000_data\ISIC_0072967.jpg,ISIC_0072967,ISIC_0072967
average_hash,1c7e7ff3f7777e18,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0069632.jpg,assets\bcn_20000_data\ISIC_0069632.jpg,ISIC_0069632,ISIC_0069632
average_hash,1c7e7fffe7ff7e3c,1,2,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0060394.jpg,assets\bcn_20000_data\ISIC_0055126.jpg;assets\bcn_20000_data\ISIC_0060394.jpg,ISIC_0060394,ISIC_0055126;ISIC_0060394
average_hash,1c7e7fffef677e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0062751.jpg,assets\bcn_20000_data\ISIC_0062751.jpg,ISIC_0062751,ISIC_0062751
average_hash,1c7e7ffffcfe7e3c,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0062030.jpg,assets\bcn_20000_data\ISIC_0062030.jpg,ISIC_0062030,ISIC_0062030
average_hash,1c7e7fffff7e7c08,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0073000.jpg,assets\bcn_20000_data\ISIC_0073000.jpg,ISIC_0073000,ISIC_0073000
average_hash,1c7e7fffff7f7e1c,2,6,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0066985.jpg;assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0068996.jpg,assets\bcn_20000_data\ISIC_0054739.jpg;assets\bcn_20000_data\ISIC_0063877.jpg;assets\bcn_20000_data\ISIC_0066985.jpg;assets\bcn_20000_data\ISIC_0068996.jpg;assets\bcn_20000_data\ISIC_0070616.jpg;assets\bcn_20000_data\ISIC_0071759.jpg,ISIC_0066985;ISIC_0068996,ISIC_0054739;ISIC_0063877;ISIC_0066985;ISIC_0068996;ISIC_0070616;ISIC_0071759
average_hash,1c7eb9bf7fff1c3c,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0057410.jpg,assets\bcn_20000_data\ISIC_0057410.jpg,ISIC_0057410,ISIC_0057410
average_hash,1c7ebf7f4f477f3e,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0072621.jpg,assets\bcn_20000_data\ISIC_0072621.jpg,ISIC_0072621,ISIC_0072621
average_hash,1c7ecfcfcfff7e3c,1,1,assets\ISIC_2019_Test_Organized\benign keratosis\ISIC_0055928.jpg,assets\bcn_20000_data\ISIC_0055928.jpg,ISIC_0055928,ISIC_0055928
average_hash,1c7ee7c3c3e37e3c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0059398.jpg,assets\bcn_20000_data\ISIC_0059398.jpg,ISIC_0059398,ISIC_0059398
average_hash,1c7ee7c3e3f77e3c,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0062553.jpg,assets\bcn_20000_data\ISIC_0062553.jpg,ISIC_0062553,ISIC_0062553
average_hash,1c7ee7e3f3ff7e1c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0069186.jpg,assets\bcn_20000_data\ISIC_0069186.jpg,ISIC_0069186,ISIC_0069186
average_hash,1c7eefc3e7fe5e0c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0066883.jpg,assets\bcn_20000_data\ISIC_0066883.jpg,ISIC_0066883,ISIC_0066883
average_hash,1c7ef7e7c7c67e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0070416.jpg,assets\bcn_20000_data\ISIC_0070416.jpg,ISIC_0070416,ISIC_0070416
average_hash,1c7efee7e3f37e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0067237.jpg,assets\bcn_20000_data\ISIC_0067237.jpg,ISIC_0067237,ISIC_0067237
average_hash,1c7efeffffff7e3c,1,1,assets\ISIC_2019_Test_Organized\squamous cell carcinoma\ISIC_0059458.jpg,assets\bcn_20000_data\ISIC_0059458.jpg,ISIC_0059458,ISIC_0059458
average_hash,1c7effc7c7c7ff4e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0063870.jpg,assets\bcn_20000_data\ISIC_0063870.jpg,ISIC_0063870,ISIC_0063870
average_hash,1c7effdf3f3f7f38,1,1,assets\ISIC_2019_Test_Organized\actinic keratosis\ISIC_0065915.jpg,assets\bcn_20000_data\ISIC_0065915.jpg,ISIC_0065915,ISIC_0065915
average_hash,1c7effdfcfff7e3c,1,1,assets\ISIC_2019_Test_Organized\squamous cell carcinoma\ISIC_0055692.jpg,assets\bcn_20000_data\ISIC_0055692.jpg,ISIC_0055692,ISIC_0055692
average_hash,1c7effe0d0c17f7e,1,1,assets\ISIC_2019_Test_Organized\melanoma\ISIC_0068060.jpg,assets\bcn_20000_data\ISIC_0068060.jpg,ISIC_0068060,ISIC_0068060
average_hash,1c7effe7c7cf7e3c,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0062719.jpg,assets\bcn_20000_data\ISIC_0062719.jpg,ISIC_0062719,ISIC_0062719
average_hash,1c7effe7e7e7f77e,1,1,assets\ISIC_2019_Test_Organized\basal cell carcinoma\ISIC_0072946.jpg,assets\bcn_20000_data\ISIC_0072946.jpg,ISIC_0072946,ISIC_0072946
average_hash,1c7effe7e7ff7e30,1,1,assets\ISIC_2019_Test_Organized\nevus\ISIC_0055752.jpg,assets\bcn_20000_data\ISIC_0055752.jpg,ISIC_0055752,ISIC_0055752
